path,label,env,env_id,class_name,sample_id
domainbed/data/PACS/art_painting/dog/pic_001.jpg,0,A,0,dog,0
domainbed/data/PACS/art_painting/dog/pic_002.jpg,0,A,0,dog,1
domainbed/data/PACS/art_painting/dog/pic_003.jpg,0,A,0,dog,2
domainbed/data/PACS/art_painting/dog/pic_004.jpg,0,A,0,dog,3
domainbed/data/PACS/art_painting/dog/pic_005.jpg,0,A,0,dog,4
domainbed/data/PACS/art_painting/dog/pic_006.jpg,0,A,0,dog,5
domainbed/data/PACS/art_painting/dog/pic_007.jpg,0,A,0,dog,6
domainbed/data/PACS/art_painting/dog/pic_008.jpg,0,A,0,dog,7
domainbed/data/PACS/art_painting/dog/pic_009.jpg,0,A,0,dog,8
domainbed/data/PACS/art_painting/dog/pic_010.jpg,0,A,0,dog,9
domainbed/data/PACS/art_painting/dog/pic_011.jpg,0,A,0,dog,10
domainbed/data/PACS/art_painting/dog/pic_012.jpg,0,A,0,dog,11
domainbed/data/PACS/art_painting/dog/pic_013.jpg,0,A,0,dog,12
domainbed/data/PACS/art_painting/dog/pic_014.jpg,0,A,0,dog,13
domainbed/data/PACS/art_painting/dog/pic_015.jpg,0,A,0,dog,14
domainbed/data/PACS/art_painting/dog/pic_016.jpg,0,A,0,dog,15
domainbed/data/PACS/art_painting/dog/pic_017.jpg,0,A,0,dog,16
domainbed/data/PACS/art_painting/dog/pic_018.jpg,0,A,0,dog,17
domainbed/data/PACS/art_painting/dog/pic_019.jpg,0,A,0,dog,18
domainbed/data/PACS/art_painting/dog/pic_020.jpg,0,A,0,dog,19
domainbed/data/PACS/art_painting/dog/pic_021.jpg,0,A,0,dog,20
domainbed/data/PACS/art_painting/dog/pic_022.jpg,0,A,0,dog,21
domainbed/data/PACS/art_painting/dog/pic_023.jpg,0,A,0,dog,22
domainbed/data/PACS/art_painting/dog/pic_024.jpg,0,A,0,dog,23
domainbed/data/PACS/art_painting/dog/pic_025.jpg,0,A,0,dog,24
domainbed/data/PACS/art_painting/dog/pic_026.jpg,0,A,0,dog,25
domainbed/data/PACS/art_painting/dog/pic_027.jpg,0,A,0,dog,26
domainbed/data/PACS/art_painting/dog/pic_028.jpg,0,A,0,dog,27
domainbed/data/PACS/art_painting/dog/pic_029.jpg,0,A,0,dog,28
domainbed/data/PACS/art_painting/dog/pic_031.jpg,0,A,0,dog,29
domainbed/data/PACS/art_painting/dog/pic_032.jpg,0,A,0,dog,30
domainbed/data/PACS/art_painting/dog/pic_033.jpg,0,A,0,dog,31
domainbed/data/PACS/art_painting/dog/pic_034.jpg,0,A,0,dog,32
domainbed/data/PACS/art_painting/dog/pic_035.jpg,0,A,0,dog,33
domainbed/data/PACS/art_painting/dog/pic_036.jpg,0,A,0,dog,34
domainbed/data/PACS/art_painting/dog/pic_037.jpg,0,A,0,dog,35
domainbed/data/PACS/art_painting/dog/pic_038.jpg,0,A,0,dog,36
domainbed/data/PACS/art_painting/dog/pic_039.jpg,0,A,0,dog,37
domainbed/data/PACS/art_painting/dog/pic_040.jpg,0,A,0,dog,38
domainbed/data/PACS/art_painting/dog/pic_041.jpg,0,A,0,dog,39
domainbed/data/PACS/art_painting/dog/pic_042.jpg,0,A,0,dog,40
domainbed/data/PACS/art_painting/dog/pic_043.jpg,0,A,0,dog,41
domainbed/data/PACS/art_painting/dog/pic_044.jpg,0,A,0,dog,42
domainbed/data/PACS/art_painting/dog/pic_045.jpg,0,A,0,dog,43
domainbed/data/PACS/art_painting/dog/pic_046.jpg,0,A,0,dog,44
domainbed/data/PACS/art_painting/dog/pic_047.jpg,0,A,0,dog,45
domainbed/data/PACS/art_painting/dog/pic_048.jpg,0,A,0,dog,46
domainbed/data/PACS/art_painting/dog/pic_049.jpg,0,A,0,dog,47
domainbed/data/PACS/art_painting/dog/pic_050.jpg,0,A,0,dog,48
domainbed/data/PACS/art_painting/dog/pic_051.jpg,0,A,0,dog,49
domainbed/data/PACS/art_painting/dog/pic_052.jpg,0,A,0,dog,50
domainbed/data/PACS/art_painting/dog/pic_053.jpg,0,A,0,dog,51
domainbed/data/PACS/art_painting/dog/pic_054.jpg,0,A,0,dog,52
domainbed/data/PACS/art_painting/dog/pic_055.jpg,0,A,0,dog,53
domainbed/data/PACS/art_painting/dog/pic_056.jpg,0,A,0,dog,54
domainbed/data/PACS/art_painting/dog/pic_057.jpg,0,A,0,dog,55
domainbed/data/PACS/art_painting/dog/pic_058.jpg,0,A,0,dog,56
domainbed/data/PACS/art_painting/dog/pic_059.jpg,0,A,0,dog,57
domainbed/data/PACS/art_painting/dog/pic_060.jpg,0,A,0,dog,58
domainbed/data/PACS/art_painting/dog/pic_061.jpg,0,A,0,dog,59
domainbed/data/PACS/art_painting/dog/pic_062.jpg,0,A,0,dog,60
domainbed/data/PACS/art_painting/dog/pic_063.jpg,0,A,0,dog,61
domainbed/data/PACS/art_painting/dog/pic_064.jpg,0,A,0,dog,62
domainbed/data/PACS/art_painting/dog/pic_065.jpg,0,A,0,dog,63
domainbed/data/PACS/art_painting/dog/pic_066.jpg,0,A,0,dog,64
domainbed/data/PACS/art_painting/dog/pic_067.jpg,0,A,0,dog,65
domainbed/data/PACS/art_painting/dog/pic_070.jpg,0,A,0,dog,66
domainbed/data/PACS/art_painting/dog/pic_072.jpg,0,A,0,dog,67
domainbed/data/PACS/art_painting/dog/pic_073.jpg,0,A,0,dog,68
domainbed/data/PACS/art_painting/dog/pic_074.jpg,0,A,0,dog,69
domainbed/data/PACS/art_painting/dog/pic_075.jpg,0,A,0,dog,70
domainbed/data/PACS/art_painting/dog/pic_076.jpg,0,A,0,dog,71
domainbed/data/PACS/art_painting/dog/pic_077.jpg,0,A,0,dog,72
domainbed/data/PACS/art_painting/dog/pic_078.jpg,0,A,0,dog,73
domainbed/data/PACS/art_painting/dog/pic_079.jpg,0,A,0,dog,74
domainbed/data/PACS/art_painting/dog/pic_080.jpg,0,A,0,dog,75
domainbed/data/PACS/art_painting/dog/pic_081.jpg,0,A,0,dog,76
domainbed/data/PACS/art_painting/dog/pic_082.jpg,0,A,0,dog,77
domainbed/data/PACS/art_painting/dog/pic_083.jpg,0,A,0,dog,78
domainbed/data/PACS/art_painting/dog/pic_084.jpg,0,A,0,dog,79
domainbed/data/PACS/art_painting/dog/pic_085.jpg,0,A,0,dog,80
domainbed/data/PACS/art_painting/dog/pic_086.jpg,0,A,0,dog,81
domainbed/data/PACS/art_painting/dog/pic_087.jpg,0,A,0,dog,82
domainbed/data/PACS/art_painting/dog/pic_088.jpg,0,A,0,dog,83
domainbed/data/PACS/art_painting/dog/pic_089.jpg,0,A,0,dog,84
domainbed/data/PACS/art_painting/dog/pic_090.jpg,0,A,0,dog,85
domainbed/data/PACS/art_painting/dog/pic_091.jpg,0,A,0,dog,86
domainbed/data/PACS/art_painting/dog/pic_092.jpg,0,A,0,dog,87
domainbed/data/PACS/art_painting/dog/pic_094.jpg,0,A,0,dog,88
domainbed/data/PACS/art_painting/dog/pic_095.jpg,0,A,0,dog,89
domainbed/data/PACS/art_painting/dog/pic_096.jpg,0,A,0,dog,90
domainbed/data/PACS/art_painting/dog/pic_097.jpg,0,A,0,dog,91
domainbed/data/PACS/art_painting/dog/pic_098.jpg,0,A,0,dog,92
domainbed/data/PACS/art_painting/dog/pic_099.jpg,0,A,0,dog,93
domainbed/data/PACS/art_painting/dog/pic_100.jpg,0,A,0,dog,94
domainbed/data/PACS/art_painting/dog/pic_101.jpg,0,A,0,dog,95
domainbed/data/PACS/art_painting/dog/pic_102.jpg,0,A,0,dog,96
domainbed/data/PACS/art_painting/dog/pic_103.jpg,0,A,0,dog,97
domainbed/data/PACS/art_painting/dog/pic_104.jpg,0,A,0,dog,98
domainbed/data/PACS/art_painting/dog/pic_105.jpg,0,A,0,dog,99
domainbed/data/PACS/art_painting/dog/pic_106.jpg,0,A,0,dog,100
domainbed/data/PACS/art_painting/dog/pic_107.jpg,0,A,0,dog,101
domainbed/data/PACS/art_painting/dog/pic_108.jpg,0,A,0,dog,102
domainbed/data/PACS/art_painting/dog/pic_109.jpg,0,A,0,dog,103
domainbed/data/PACS/art_painting/dog/pic_110.jpg,0,A,0,dog,104
domainbed/data/PACS/art_painting/dog/pic_112.jpg,0,A,0,dog,105
domainbed/data/PACS/art_painting/dog/pic_113.jpg,0,A,0,dog,106
domainbed/data/PACS/art_painting/dog/pic_114.jpg,0,A,0,dog,107
domainbed/data/PACS/art_painting/dog/pic_116.jpg,0,A,0,dog,108
domainbed/data/PACS/art_painting/dog/pic_117.jpg,0,A,0,dog,109
domainbed/data/PACS/art_painting/dog/pic_118.jpg,0,A,0,dog,110
domainbed/data/PACS/art_painting/dog/pic_120.jpg,0,A,0,dog,111
domainbed/data/PACS/art_painting/dog/pic_121.jpg,0,A,0,dog,112
domainbed/data/PACS/art_painting/dog/pic_123.jpg,0,A,0,dog,113
domainbed/data/PACS/art_painting/dog/pic_124.jpg,0,A,0,dog,114
domainbed/data/PACS/art_painting/dog/pic_126.jpg,0,A,0,dog,115
domainbed/data/PACS/art_painting/dog/pic_127.jpg,0,A,0,dog,116
domainbed/data/PACS/art_painting/dog/pic_130.jpg,0,A,0,dog,117
domainbed/data/PACS/art_painting/dog/pic_131.jpg,0,A,0,dog,118
domainbed/data/PACS/art_painting/dog/pic_132.jpg,0,A,0,dog,119
domainbed/data/PACS/art_painting/dog/pic_133.jpg,0,A,0,dog,120
domainbed/data/PACS/art_painting/dog/pic_134.jpg,0,A,0,dog,121
domainbed/data/PACS/art_painting/dog/pic_135.jpg,0,A,0,dog,122
domainbed/data/PACS/art_painting/dog/pic_136.jpg,0,A,0,dog,123
domainbed/data/PACS/art_painting/dog/pic_137.jpg,0,A,0,dog,124
domainbed/data/PACS/art_painting/dog/pic_138.jpg,0,A,0,dog,125
domainbed/data/PACS/art_painting/dog/pic_139.jpg,0,A,0,dog,126
domainbed/data/PACS/art_painting/dog/pic_140.jpg,0,A,0,dog,127
domainbed/data/PACS/art_painting/dog/pic_143.jpg,0,A,0,dog,128
domainbed/data/PACS/art_painting/dog/pic_144.jpg,0,A,0,dog,129
domainbed/data/PACS/art_painting/dog/pic_145.jpg,0,A,0,dog,130
domainbed/data/PACS/art_painting/dog/pic_146.jpg,0,A,0,dog,131
domainbed/data/PACS/art_painting/dog/pic_147.jpg,0,A,0,dog,132
domainbed/data/PACS/art_painting/dog/pic_148.jpg,0,A,0,dog,133
