path,label,env,env_id,class_name,sample_id,env_cls,train
domainbed/data/PACS/art_painting/dog/pic_001.jpg,0,A,0,dog,0,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_002.jpg,0,A,0,dog,1,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_003.jpg,0,A,0,dog,2,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_004.jpg,0,A,0,dog,3,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_005.jpg,0,A,0,dog,4,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_006.jpg,0,A,0,dog,5,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_007.jpg,0,A,0,dog,6,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_008.jpg,0,A,0,dog,7,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_009.jpg,0,A,0,dog,8,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_010.jpg,0,A,0,dog,9,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_011.jpg,0,A,0,dog,10,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_012.jpg,0,A,0,dog,11,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_013.jpg,0,A,0,dog,12,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_014.jpg,0,A,0,dog,13,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_015.jpg,0,A,0,dog,14,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_016.jpg,0,A,0,dog,15,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_017.jpg,0,A,0,dog,16,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_018.jpg,0,A,0,dog,17,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_019.jpg,0,A,0,dog,18,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_020.jpg,0,A,0,dog,19,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_021.jpg,0,A,0,dog,20,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_022.jpg,0,A,0,dog,21,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_023.jpg,0,A,0,dog,22,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_024.jpg,0,A,0,dog,23,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_025.jpg,0,A,0,dog,24,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_026.jpg,0,A,0,dog,25,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_027.jpg,0,A,0,dog,26,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_028.jpg,0,A,0,dog,27,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_029.jpg,0,A,0,dog,28,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_031.jpg,0,A,0,dog,29,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_032.jpg,0,A,0,dog,30,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_033.jpg,0,A,0,dog,31,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_034.jpg,0,A,0,dog,32,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_035.jpg,0,A,0,dog,33,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_036.jpg,0,A,0,dog,34,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_037.jpg,0,A,0,dog,35,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_038.jpg,0,A,0,dog,36,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_039.jpg,0,A,0,dog,37,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_040.jpg,0,A,0,dog,38,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_041.jpg,0,A,0,dog,39,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_042.jpg,0,A,0,dog,40,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_043.jpg,0,A,0,dog,41,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_044.jpg,0,A,0,dog,42,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_045.jpg,0,A,0,dog,43,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_046.jpg,0,A,0,dog,44,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_047.jpg,0,A,0,dog,45,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_048.jpg,0,A,0,dog,46,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_049.jpg,0,A,0,dog,47,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_050.jpg,0,A,0,dog,48,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_051.jpg,0,A,0,dog,49,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_052.jpg,0,A,0,dog,50,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_053.jpg,0,A,0,dog,51,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_054.jpg,0,A,0,dog,52,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_055.jpg,0,A,0,dog,53,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_056.jpg,0,A,0,dog,54,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_057.jpg,0,A,0,dog,55,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_058.jpg,0,A,0,dog,56,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_059.jpg,0,A,0,dog,57,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_060.jpg,0,A,0,dog,58,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_061.jpg,0,A,0,dog,59,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_062.jpg,0,A,0,dog,60,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_063.jpg,0,A,0,dog,61,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_064.jpg,0,A,0,dog,62,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_065.jpg,0,A,0,dog,63,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_066.jpg,0,A,0,dog,64,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_067.jpg,0,A,0,dog,65,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_070.jpg,0,A,0,dog,66,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_072.jpg,0,A,0,dog,67,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_073.jpg,0,A,0,dog,68,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_074.jpg,0,A,0,dog,69,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_075.jpg,0,A,0,dog,70,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_076.jpg,0,A,0,dog,71,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_077.jpg,0,A,0,dog,72,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_078.jpg,0,A,0,dog,73,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_079.jpg,0,A,0,dog,74,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_080.jpg,0,A,0,dog,75,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_081.jpg,0,A,0,dog,76,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_082.jpg,0,A,0,dog,77,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_083.jpg,0,A,0,dog,78,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_084.jpg,0,A,0,dog,79,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_085.jpg,0,A,0,dog,80,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_086.jpg,0,A,0,dog,81,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_087.jpg,0,A,0,dog,82,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_088.jpg,0,A,0,dog,83,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_089.jpg,0,A,0,dog,84,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_090.jpg,0,A,0,dog,85,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_091.jpg,0,A,0,dog,86,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_092.jpg,0,A,0,dog,87,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_094.jpg,0,A,0,dog,88,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_095.jpg,0,A,0,dog,89,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_096.jpg,0,A,0,dog,90,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_097.jpg,0,A,0,dog,91,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_098.jpg,0,A,0,dog,92,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_099.jpg,0,A,0,dog,93,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_100.jpg,0,A,0,dog,94,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_101.jpg,0,A,0,dog,95,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_102.jpg,0,A,0,dog,96,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_103.jpg,0,A,0,dog,97,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_104.jpg,0,A,0,dog,98,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_105.jpg,0,A,0,dog,99,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_106.jpg,0,A,0,dog,100,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_107.jpg,0,A,0,dog,101,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_108.jpg,0,A,0,dog,102,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_109.jpg,0,A,0,dog,103,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_110.jpg,0,A,0,dog,104,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_112.jpg,0,A,0,dog,105,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_113.jpg,0,A,0,dog,106,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_114.jpg,0,A,0,dog,107,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_116.jpg,0,A,0,dog,108,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_117.jpg,0,A,0,dog,109,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_118.jpg,0,A,0,dog,110,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_120.jpg,0,A,0,dog,111,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_121.jpg,0,A,0,dog,112,A_dog,False
domainbed/data/PACS/art_painting/dog/pic_123.jpg,0,A,0,dog,113,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_124.jpg,0,A,0,dog,114,A_dog,True
domainbed/data/PACS/art_painting/dog/pic_126.jpg,0,A,0,dog,115,A_dog,True
